34,40,34,38,38,38,34,38
34,34,34,34,36,36,36,38
34,44,34,36,38,38,38,36
32,64,36,34,36,38,36,40
34,50,36,36,38,36,40,44
36,40,38,34,36,38,38,38
32,52,34,38,34,36,38,38
36,42,36,36,36,38,38,38
36,36,36,38,38,38,40,40
34,36,36,38,36,34,36,38
32,44,36,34,38,40,36,40
34,42,36,38,38,36,38,36
34,38,36,36,36,34,36,38
36,48,36,40,34,36,36,36
36,34,34,34,36,40,36,36
34,52,38,36,38,38,36,38
36,36,36,36,38,38,40,42
34,32,36,34,36,36,36,36
34,54,36,38,36,34,38,38
36,40,38,34,38,34,38,36
34,48,34,38,36,32,34,36
32,42,34,36,36,38,36,36
36,96,40,108,36,40,38,38
36,44,38,38,36,36,38,38
36,38,36,38,36,40,38,36
34,62,36,38,38,38,38,38
36,40,38,36,36,36,38,40
36,38,34,38,36,38,38,38
34,38,38,36,38,40,40,36
36,44,34,36,38,36,34,38
34,64,38,34,36,36,42,36
36,58,38,40,38,36,34,38
36,44,38,38,36,40,36,44
36,44,36,36,36,36,38,40
36,38,38,38,38,36,40,38
36,34,36,38,36,38,38,40
34,38,36,36,38,38,38,38
34,44,36,38,38,36,36,36
36,36,36,38,38,36,38,38
54,68,40,46,44,50,48,48
34,70,36,38,40,40,38,38
34,44,34,38,32,36,36,36
34,82,36,36,36,38,38,40
34,32,36,36,36,36,40,38
36,64,36,38,38,38,36,36
36,36,40,38,36,36,40,40
36,38,38,36,38,38,38,40
34,44,36,36,36,36,40,36
36,36,38,36,38,40,42,52
36,42,38,38,36,38,38,38
34,54,36,34,34,36,34,38
32,42,36,34,34,38,36,36
34,54,34,34,34,34,36,36
32,44,36,34,38,36,34,36
50,98,40,38,38,40,46,50
42,48,36,38,42,40,38,38
34,44,36,36,36,36,36,36
34,68,36,34,38,38,38,40
34,62,38,36,36,36,38,38
36,66,36,36,40,36,38,40
38,52,38,36,36,36,36,40
36,44,36,34,36,38,40,40
36,70,36,36,38,36,38,38
34,52,34,36,32,34,36,36
36,36,36,38,36,34,36,38
34,58,36,34,36,36,38,38
36,86,38,36,40,38,38,40
36,38,34,36,40,36,38,40
32,44,34,34,36,36,36,36
34,36,38,34,36,34,36,38
38,64,36,40,38,38,40,40
38,156,40,36,38,42,38,38
34,36,36,36,38,34,36,36
32,70,36,40,38,38,40,38
34,86,36,36,38,38,38,38
36,36,38,36,38,36,40,40
34,50,34,36,38,36,38,38
34,38,38,38,38,36,40,38
34,36,36,36,38,36,38,38
36,38,38,34,38,38,36,36
34,68,36,36,36,40,38,36
50,104,40,36,38,36,40,38
34,62,36,36,36,34,34,40
36,64,38,38,38,36,38,38
36,62,40,38,36,36,36,38
34,42,38,36,38,40,38,40
34,46,36,38,36,40,38,40
34,36,36,38,38,42,38,42
36,48,38,34,38,36,36,36
34,92,36,36,36,38,36,40
36,80,36,34,38,34,38,38
32,38,34,36,36,38,38,36
36,64,38,36,36,36,40,40
34,40,36,36,36,36,36,38
36,34,36,34,38,38,36,38
36,66,38,38,38,38,38,40
34,38,38,38,36,36,40,42
38,48,38,36,36,36,40,38
34,54,34,36,38,38,40,38
34,40,36,38,38,38,36,36
38,40,40,40,40,36,38,42
36,36,36,38,36,34,36,38
34,50,38,38,38,40,38,40
38,90,42,44,40,38,70,90
34,38,36,38,36,36,38,36
34,60,36,38,36,36,38,42
34,34,38,36,38,36,38,34
34,42,36,36,38,38,38,36
32,44,34,40,38,34,36,40
34,60,38,38,36,36,40,38
38,58,36,38,38,36,38,38
34,66,36,36,38,36,38,38
36,64,36,36,36,38,36,40
38,60,40,38,38,38,38,40
36,44,38,36,36,38,36,38
34,70,36,36,36,36,38,38
36,38,38,38,40,36,38,40
34,64,36,36,34,34,36,36
32,40,36,36,36,40,40,40
32,36,34,36,34,38,36,36
36,42,36,34,38,34,38,38
34,64,38,34,36,38,36,38
36,58,38,36,38,38,38,40
34,42,36,36,38,36,38,38
34,56,38,40,36,36,38,38
36,40,34,36,38,38,36,38
34,60,36,36,34,40,38,40
34,66,36,34,38,34,38,38
36,70,36,36,38,36,36,38
34,38,36,36,36,36,36,38
34,38,36,36,38,36,36,38
34,62,36,34,34,36,38,38
32,48,34,36,36,38,36,36
36,44,34,38,38,36,36,38
32,44,36,32,38,36,38,38
34,38,36,36,36,36,40,36
32,68,34,36,34,36,36,38
34,38,38,34,36,34,36,38
34,42,36,36,34,36,36,36
34,42,38,34,36,36,38,36
32,44,32,34,38,36,34,38
34,40,38,36,36,36,38,40
36,42,34,34,36,38,36,38
34,42,36,36,36,34,34,38
34,40,36,36,34,34,36,38
34,42,36,32,36,38,36,36
34,68,38,36,38,36,38,40
34,58,38,40,38,40,38,36
34,42,36,36,34,38,36,38
32,64,38,34,38,34,38,38
32,50,40,36,38,40,40,38
38,36,34,36,36,34,34,38
32,56,34,36,36,34,36,38
36,38,34,36,34,34,36,38
34,38,36,34,34,38,40,36
36,36,36,34,36,36,40,38
34,44,34,34,36,38,36,38
36,32,36,36,36,38,38,38
32,62,36,34,38,38,36,38
32,64,34,34,36,36,34,38
32,58,34,38,36,36,36,38
32,36,38,36,36,36,34,38
38,62,38,38,38,38,42,38
34,42,38,36,40,38,40,38
34,56,36,36,36,38,40,40
38,46,38,34,38,38,38,40
36,38,34,36,36,36,38,38
34,44,34,36,38,36,36,40
38,42,36,36,38,38,38,42
34,58,36,34,36,38,38,36
34,54,36,34,38,42,38,40
34,44,36,38,40,38,38,38
36,40,40,36,36,36,38,38
34,70,36,36,38,36,36,40
34,66,36,36,36,38,36,36
34,42,38,38,38,38,40,38
32,58,36,36,36,36,38,36
34,64,36,38,38,38,36,38
34,60,34,36,38,34,38,34
34,58,34,38,36,36,38,38
32,64,36,32,36,36,34,38
32,44,36,34,36,36,38,36
32,42,38,34,36,36,36,38
34,60,36,36,36,34,38,38
34,42,38,34,36,36,38,38
34,42,38,36,40,38,40,36
36,34,36,36,36,34,34,40
32,46,32,34,36,36,36,36
34,38,34,34,34,34,36,38
36,62,32,36,36,34,40,38
32,62,36,34,38,34,38,38
34,58,34,36,36,34,36,38
34,34,36,34,40,42,40,40
36,66,36,40,38,40,36,42
34,62,36,34,36,36,34,34
32,54,34,36,36,32,34,38
36,36,34,36,36,36,38,38
34,64,36,36,34,36,38,36
34,38,34,34,34,34,36,36
34,70,36,34,38,38,34,40
34,58,36,38,38,36,38,40
34,40,36,36,38,36,38,38
36,46,36,38,36,36,38,38
34,64,34,38,36,38,38,38
36,38,36,34,38,34,40,40
34,38,38,36,38,38,38,38
36,38,36,36,36,36,40,40
38,132,84,36,46,46,62,38
36,42,36,34,38,36,36,36
40,40,36,36,36,38,38,40
36,42,36,36,36,36,36,36
36,54,34,34,38,38,36,36
36,60,34,34,36,38,38,38
34,62,34,34,36,36,36,38
34,44,38,36,36,34,40,36
34,38,36,34,40,40,38,40
34,44,34,36,38,38,36,38
36,44,36,36,38,36,36,40
34,40,32,36,36,36,36,38
36,62,36,36,36,38,38,38
32,52,36,34,36,32,40,38
36,52,38,36,38,38,36,40
36,68,34,34,34,34,36,36
32,34,34,38,36,34,36,36
36,38,36,36,40,36,38,38
34,34,34,34,38,36,36,38
36,46,36,38,36,38,36,42
32,44,36,34,36,40,38,40
36,42,34,36,36,38,36,40
34,62,38,38,36,36,38,42
36,44,34,36,38,40,36,38
36,46,36,38,38,36,38,38
36,44,36,38,38,40,38,38
34,38,36,36,36,38,40,40
34,58,36,36,34,34,38,38
38,66,38,34,38,36,34,36
34,58,36,32,36,36,40,36
40,56,38,38,40,38,38,40
32,36,34,36,38,36,36,36
34,64,36,36,36,34,36,38
34,40,32,34,36,34,38,40
34,42,32,34,36,36,34,40
34,56,34,32,34,38,38,36
32,60,34,36,36,36,34,36
34,58,36,36,36,34,36,38
34,44,34,36,36,34,36,38
42,52,38,36,38,38,38,38
36,40,36,38,36,38,38,38
34,44,36,34,36,34,40,38
34,66,36,32,36,36,36,36
36,40,34,34,38,36,36,40
34,42,32,36,36,36,36,38
36,44,34,36,38,36,38,36
36,42,36,36,38,32,38,38
34,98,42,36,40,40,44,38
36,40,36,36,36,34,38,36
34,60,34,34,34,36,36,36
34,38,34,34,36,36,36,38
34,38,36,36,34,36,36,36
40,68,36,36,38,34,40,38
34,58,38,38,36,34,36,38
36,34,42,38,38,38,38,42
32,52,36,36,34,38,36,38
36,62,36,36,38,38,38,40
38,88,50,38,42,38,38,54
36,64,38,36,38,40,40,40
34,62,36,34,38,36,40,38
36,78,36,38,40,40,36,40
32,48,34,34,36,36,36,36
34,70,34,36,38,38,36,36
34,58,34,32,36,36,38,38
36,38,36,36,36,36,36,36
38,86,34,34,36,38,36,38
34,66,36,32,38,38,38,36
36,60,36,36,38,36,38,34
40,52,40,40,42,38,44,42
36,60,44,40,44,42,42,44
40,52,42,40,40,42,40,44
32,72,36,36,38,34,38,38
36,38,36,36,38,38,38,40
36,58,34,36,38,36,38,36
36,72,36,36,42,38,36,38
34,38,40,38,38,36,40,108
34,48,36,36,38,40,38,38
36,54,36,40,38,38,38,38
36,46,38,34,36,38,40,38
36,40,38,36,38,36,38,38
36,76,36,40,50,42,38,54
36,46,36,34,36,36,38,38
32,50,36,34,36,38,36,36
34,66,36,32,38,36,36,38
32,34,36,36,36,36,36,36
34,46,36,34,34,34,36,36
38,42,36,34,36,34,38,36
34,58,36,36,36,36,38,38
34,64,36,34,38,36,38,38
88,134,94,58,36,50,36,38
36,70,40,36,40,38,42,40
36,40,38,38,34,38,38,40
32,42,34,38,36,36,36,38
36,36,34,34,34,36,36,36
34,58,34,34,38,36,36,36
34,56,38,34,36,38,38,38
34,40,34,36,38,40,38,38
36,38,34,34,38,38,38,38
34,38,38,36,36,36,36,38
36,44,36,36,40,38,38,36
34,38,36,34,34,36,36,36
34,34,36,36,38,38,34,38
34,40,36,36,36,34,36,38
36,38,34,34,36,36,38,36
34,92,34,38,38,38,36,40
34,38,34,34,38,36,38,40
36,84,32,34,36,36,38,38
38,48,40,38,48,44,46,42
34,56,36,38,38,38,36,38
34,36,36,36,36,38,36,38
34,44,36,36,36,40,38,40
34,42,34,36,36,36,36,36
32,84,34,34,36,40,36,36
36,46,34,34,36,36,36,38
36,44,36,36,36,36,36,38
32,36,34,34,38,34,38,38
38,60,40,40,38,36,36,40
48,44,46,50,40,48,36,44
64,72,46,38,40,38,44,42
34,38,34,36,36,34,36,36
36,66,36,38,38,36,38,40
34,44,36,34,36,34,38,40
36,38,36,36,36,36,40,38
34,38,34,34,38,36,38,36
36,40,34,34,36,38,34,40
34,38,32,36,38,38,38,36
34,36,36,36,34,36,36,36
38,92,36,38,38,36,44,40
42,68,36,36,36,42,44,50
50,68,36,38,46,36,38,52
50,72,52,40,46,42,42,42
34,34,36,34,36,34,36,36
34,64,36,34,34,34,42,38
36,58,34,36,36,34,38,38
34,40,38,36,38,38,38,40
32,62,34,34,36,36,34,38
32,70,34,36,34,36,36,38
36,80,44,36,36,36,40,38
46,78,52,44,40,42,38,40
34,54,36,42,40,50,38,44
38,70,40,44,42,48,48,40
38,40,36,38,36,38,40,36
34,38,34,36,36,36,36,36
34,66,32,36,38,34,36,38
36,48,36,34,106,36,38,38
36,72,36,34,34,36,36,38
34,38,36,34,36,36,38,38
34,38,34,36,38,34,34,40
36,38,34,36,36,34,36,36
36,38,34,36,34,36,36,38
36,54,36,38,38,40,40,38
36,36,38,36,36,36,34,40
36,70,38,36,38,38,40,40
34,38,36,38,36,36,38,38
36,52,38,36,36,36,38,38
32,38,34,36,36,36,36,36
34,34,32,34,36,36,36,36
32,68,36,34,36,36,36,34
34,44,34,36,34,34,34,40
34,38,34,36,36,36,38,36
38,74,46,48,40,44,54,50
36,64,36,36,38,42,42,38
34,56,34,34,36,34,38,38
32,58,34,36,38,34,36,38
32,44,34,36,38,38,36,36
40,56,44,36,44,44,42,38
40,72,40,38,42,38,36,54
36,56,36,36,38,38,36,38
34,68,34,34,36,36,36,38
36,84,38,38,38,38,40,38
38,62,38,36,38,38,38,38
36,38,36,38,38,36,38,40
36,42,38,38,38,38,40,38
36,76,36,38,38,38,38,40
34,38,36,38,38,36,38,40
36,62,36,36,38,36,38,38
38,92,40,36,44,44,44,44
38,74,38,50,38,48,54,38
36,44,38,40,38,40,38,42
34,46,38,34,38,36,38,38
38,64,36,36,38,36,40,40
34,60,36,34,34,34,38,38
32,42,34,36,36,36,38,38
36,42,38,36,38,38,38,40
36,36,38,38,36,38,38,40
34,62,38,40,36,36,38,36
52,90,46,38,36,42,40,44
36,50,38,38,38,38,40,40
36,66,36,36,36,36,38,38
36,62,36,36,38,36,40,40
38,52,38,38,40,38,36,38
36,40,34,38,38,38,38,40
32,38,34,38,36,34,38,36
38,82,36,36,38,40,36,38
34,44,34,38,36,36,38,46
36,62,38,36,36,38,38,38
34,38,36,38,38,36,40,38
34,36,36,38,38,38,40,40
34,60,34,36,36,38,36,36
52,60,40,44,50,54,56,56
78,66,60,50,56,54,46,58
60,80,48,48,50,36,50,62
34,60,34,38,38,38,38,38
34,82,36,36,38,38,38,38
36,64,36,38,36,36,36,38
34,38,36,36,38,38,36,38
34,68,34,34,36,38,38,36
36,62,36,34,38,36,36,40
32,56,34,36,34,38,34,36
34,34,34,36,38,36,36,38
32,42,34,34,38,38,36,36
36,40,34,36,36,36,36,34
34,64,36,36,38,38,38,38
34,40,36,36,36,36,40,40
34,40,36,36,36,36,38,38
34,66,36,36,38,34,36,36
36,64,40,36,38,36,40,40
36,98,52,38,38,52,40,46
36,36,38,38,40,36,40,40
34,38,36,36,36,40,38,38
36,40,36,36,38,38,38,40
36,38,34,38,38,36,36,40
32,50,34,36,38,38,36,40
34,40,38,34,38,40,38,38
36,40,38,38,38,38,36,38
38,72,36,36,36,36,38,40
32,38,34,34,34,34,36,36
34,38,34,34,36,38,38,38
34,44,36,38,34,36,38,38
36,46,40,34,36,38,38,40
34,66,36,36,38,38,36,38
36,34,36,38,36,36,36,40
36,64,38,38,38,36,38,36
34,50,44,40,54,40,44,40
36,62,36,38,36,36,38,38
44,82,46,48,44,44,42,52
52,66,54,40,48,44,44,54
44,72,36,54,60,42,44,42
34,122,44,46,46,42,52,46
36,54,36,38,36,36,38,38
38,60,36,36,40,36,38,38
32,38,36,36,36,36,34,38
32,32,34,36,36,34,36,36
44,62,36,38,38,40,42,44
34,40,38,38,38,36,36,40
36,62,36,38,38,38,40,36
34,50,36,36,36,34,38,38
32,38,34,36,36,34,38,36
34,46,32,36,34,34,34,38
36,62,36,36,38,38,40,40
32,42,34,36,36,36,36,36
36,38,34,36,38,36,38,40
34,40,36,36,36,36,36,38
36,36,34,34,38,36,36,36
42,58,38,40,40,38,56,38
36,40,36,38,38,38,34,36
36,38,38,34,40,38,38,38
36,46,36,40,34,36,36,38
36,62,36,34,38,36,36,40
34,48,36,36,38,38,36,40
34,44,36,34,36,36,38,40
34,40,36,36,36,38,36,38
36,60,36,38,38,36,38,38
36,36,36,34,36,36,38,38
36,58,36,38,38,36,38,42
34,38,36,40,36,34,40,40
34,76,42,44,54,50,44,40
36,52,36,36,38,38,38,38
44,66,36,38,40,44,44,44
36,62,34,38,40,36,40,38
34,46,36,36,36,34,36,36
40,64,42,44,40,38,42,38
40,72,40,40,36,36,38,40
34,72,44,38,38,46,42,38
48,80,44,40,44,52,38,46
40,64,44,48,50,38,40,52
50,82,50,40,42,40,52,54
38,64,46,38,38,44,38,48
36,62,40,38,40,42,44,44
36,42,36,36,38,38,36,38
34,38,34,36,36,34,36,36
34,44,36,32,36,36,38,38
34,38,34,34,36,34,36,38
48,90,50,44,40,52,42,40
36,94,38,46,48,52,60,52
34,52,36,36,36,36,36,38
34,64,36,36,38,36,36,40
36,48,36,38,36,34,34,36
34,60,32,36,34,34,36,38
32,82,36,32,36,34,38,34
34,70,34,32,34,36,36,36
32,64,34,36,36,38,34,38
34,68,34,36,36,36,38,38
32,66,36,36,36,36,36,38
34,40,36,36,36,36,36,36
34,66,36,36,36,36,38,38
34,62,36,34,36,36,38,40
36,62,36,38,38,38,36,40
34,42,38,38,36,36,38,38
34,68,36,34,40,34,38,36
36,36,36,36,36,36,36,40
40,38,36,36,38,38,36,38
32,68,36,34,38,38,38,40
32,64,34,34,36,38,34,36
34,64,36,36,40,38,36,38
34,48,38,48,38,46,48,38
36,40,38,36,36,38,38,40
36,40,36,38,36,34,40,36
36,46,36,32,38,38,38,38
34,66,36,38,36,36,36,40
36,38,36,36,38,36,36,36
34,40,38,36,36,34,36,38
32,36,36,34,36,36,64,36
34,62,36,34,36,38,36,38
32,62,34,36,36,36,36,38
44,76,50,50,44,54,50,50
44,66,40,38,46,46,44,46
44,78,38,52,46,54,44,48
42,70,44,54,46,44,46,52
50,74,40,38,46,42,52,52
36,50,34,36,38,36,38,38
36,52,34,36,36,38,38,38
34,66,36,36,36,38,36,38
34,62,36,36,36,38,38,38
34,40,36,36,38,36,36,36
32,40,36,36,36,38,36,38
36,42,36,36,36,38,36,38
32,60,34,36,32,38,36,38
34,78,36,36,38,38,38,38
34,58,34,34,36,36,36,36
32,58,36,36,36,34,36,38
36,46,36,36,40,34,38,36
36,64,34,34,38,36,38,40
32,62,34,34,34,34,36,38
36,40,36,38,38,34,38,38
32,38,36,34,36,36,36,34
34,42,34,34,34,36,36,36
34,40,34,38,38,36,36,40
34,54,36,36,36,36,32,36
34,56,34,36,36,36,36,38
32,58,34,36,36,36,36,36
40,72,38,40,36,40,42,52
36,90,38,38,36,36,38,52
46,68,42,40,40,38,42,42
40,70,40,38,40,36,42,40
40,154,38,38,36,40,40,40
40,96,44,38,40,40,44,42
54,62,40,40,38,36,40,60
44,86,40,50,40,46,42,50
46,98,44,36,46,38,38,44
38,74,42,40,42,42,50,50
40,62,52,44,48,48,36,42
38,74,36,36,44,38,38,42
38,80,40,36,38,38,38,38
34,60,36,38,38,36,36,38
36,50,36,36,36,34,36,34
36,42,36,36,40,36,38,38
32,40,34,34,36,36,34,38
32,52,34,32,36,36,36,38
38,40,34,38,36,36,36,38
52,68,38,44,48,50,48,52
44,84,42,36,40,50,50,46
44,68,40,52,46,58,40,40
36,74,42,40,44,50,42,76
36,68,34,36,36,40,40,36
36,58,36,36,36,36,36,38
34,38,38,38,36,36,36,38
