107720,128126
171386,193216
100552,120862
101896,121620
97388,116322
97876,116466
100362,120964
102368,122982
94904,114492
96716,116026
98370,117262
101392,121262
215424,239932
102456,123774
98118,117514
99128,117740
118712,142608
107604,129710
162844,191918
105616,127506
93478,112884
105278,125168
95922,115148
101414,121176
95934,115458
99998,119506
98182,117974
101132,123234
92566,112284
104280,126070
98752,118556
102890,124352
97962,116250
100244,120402
101702,122330
98628,117696
102908,123380
125800,150182
103334,123416
95218,114162
98476,117540
93608,112844
97430,118618
98074,116690
115488,137056
99840,119106
100204,120968
107940,131352
108694,130648
166494,206206
106570,128922
112408,136224
106430,127298
98322,118062
95856,114840
100506,119748
101970,121154
154222,184176
106162,126252
171038,245128
105506,125414
141254,162602
115048,138334
144858,168622
104458,125252
100224,120100
104566,124942
102434,124108
108914,129866
102344,122824
107182,161350
102124,123420
102028,122056
97004,116200
98604,117788
108246,129308
101282,120984
101622,123160
108550,132686
97240,116622
114414,137628
102452,122754
109448,132600
102782,122964
100714,120446
99776,120386
94768,113722
97322,115358
107972,129484
119266,141920
105554,126706
101218,122474
96360,114078
100210,118504
101212,119502
92114,111006
135568,155362
96596,117976
101584,121594
95344,114890
347142,588246
95346,115696
97342,116610
97348,115840
109008,132990
99670,118576
111772,133106
102316,123456
103830,124760
103346,124920
151092,173138
102686,122464
101326,120136
99004,117796
100996,119760
103294,123568
101528,120842
104586,124072
105606,127790
198208,252424
110810,135304
97068,116724
94296,114594
100018,120754
98690,118558
93172,112628
93346,113050
109494,132114
101742,121598
96608,115654
94820,116210
156060,177356
101134,120318
92044,110878
107808,130022
198272,219958
113616,138224
101998,124008
97786,116778
97786,116900
98240,118836
103578,122946
94334,113388
99516,119976
100394,121638
106112,168942
103964,125738
140782,161990
186118,207338
97948,118458
97908,117152
95884,115140
96810,116322
100362,119344
105912,125870
102700,124322
100060,118784
98972,118558
104558,126106
103146,123616
102402,123352
99672,121262
101774,120844
100110,168250
125390,147642
104500,127092
103588,127776
102202,121182
101836,122160
100688,120000
96764,114932
103514,122728
99078,118478
100146,119498
101114,122594
115840,139956
136488,158054
106672,129336
101224,121264
96476,115668
94104,112652
94920,113758
100340,119650
98410,117410
133376,161666
102618,123722
98812,118980
107100,127854
98040,118296
97704,116524
92408,110692
149462,170088
106454,128828
97694,118130
136116,154758
110618,132582
105676,128734
185460,208194
98032,118446
102500,121618
99504,118468
92016,110494
97112,115836
97056,115372
262266,282316
178988,211014
103888,126120
103832,124438
102052,121500
96510,116252
98500,117432
93330,112160
332056,569078
177870,198240
103796,123092
103068,123728
103240,124104
92876,112036
108984,131818
113336,137572
99434,118410
97404,116808
109134,133250
101356,121980
103110,121932
143276,165178
95584,116290
92746,111556
151118,172856
140906,170116
207496,268690
137376,166904
126216,153990
127066,199434
148852,219854
100452,121238
99380,118234
98008,117650
96830,114944
96672,115104
99196,118300
172684,193188
102452,122084
96314,117048
97336,116978
95246,113376
101944,122822
97426,116612
96388,115776
444244,498934
103122,123932
99226,118938
114928,141870
176736,199700
101872,154946
112230,136410
108888,130212
