50,13,5,4
58,14,5,4
54,13,5,4
60,14,6,4
56,15,5,4
54,12,5,4
58,14,5,4
56,14,5,4
56,14,5,4
56,14,5,4
58,12,5,4
54,13,5,4
56,16,6,4
52,14,5,4
50,14,5,4
54,13,5,4
52,14,5,4
60,15,5,4
54,14,5,4
56,14,5,4
52,15,5,4
52,12,5,4
84,17,5,4
54,15,5,4
54,13,5,4
58,14,5,4
50,12,5,4
88,14,5,4
54,13,6,4
58,14,5,4
56,15,5,4
52,15,5,4
52,19,5,4
86,13,5,4
54,13,5,4
52,12,5,4
90,13,5,4
56,13,5,4
56,12,5,4
66,15,6,4
62,15,5,4
54,17,5,4
56,15,6,4
54,15,5,4
54,15,5,4
56,15,5,4
60,15,5,4
58,15,5,4
54,15,5,4
56,15,5,4
56,18,5,4
54,14,5,4
52,14,5,4
82,15,5,4
60,15,5,4
58,15,5,4
56,15,5,4
56,15,5,4
58,15,5,4
86,15,5,4
52,14,5,4
54,16,5,4
60,15,6,4
82,18,5,4
80,15,5,4
50,12,5,4
82,13,5,4
56,13,5,4
58,14,5,4
58,15,5,4
60,17,5,4
54,15,5,4
58,15,5,4
58,15,5,4
82,14,5,4
54,13,5,4
56,14,5,4
54,13,5,4
58,15,5,4
52,13,5,4
86,17,5,4
82,13,5,4
54,14,5,4
60,18,5,4
56,13,5,4
56,13,5,4
54,13,5,4
54,13,5,4
84,13,5,4
54,13,5,4
60,12,5,4
56,15,5,4
52,13,5,4
50,12,5,4
52,13,5,4
70,16,5,4
56,13,5,4
58,12,5,4
82,13,5,4
84,13,5,4
54,12,5,4
52,15,5,4
52,14,5,4
52,14,5,4
82,11,5,4
90,11,5,4
56,16,5,4
52,13,5,4
58,15,5,4
58,13,5,4
54,13,5,4
54,13,488,4
54,13,5,4
56,13,5,4
60,15,5,4
60,13,5,4
56,14,5,4
52,12,5,4
54,12,6,4
54,12,5,4
54,15,6,4
50,15,5,4
52,14,5,4
58,17,5,4
52,15,5,4
54,14,5,4
88,17,5,4
88,13,5,4
84,13,5,4
90,12,5,4
56,13,6,4
54,14,5,4
52,15,5,4
52,14,5,4
54,14,5,4
56,13,5,4
56,12,5,4
54,14,5,4
50,15,5,4
56,15,5,4
52,15,5,4
54,15,5,4
54,14,5,4
54,13,5,4
54,14,5,4
52,14,5,4
54,15,5,4
82,17,5,4
52,12,5,4
54,12,5,4
54,12,5,4
56,12,4,4
52,13,5,4
82,12,5,4
50,13,5,4
56,15,5,4
54,15,5,4
52,14,5,4
52,15,5,4
60,15,5,4
58,15,5,4
54,16,5,4
82,17,5,4
56,13,5,4
52,14,5,4
54,15,5,4
52,14,5,4
84,15,5,4
52,16,5,4
52,14,5,4
56,13,6,4
60,14,5,4
80,17,5,4
52,14,5,4
52,14,5,4
54,15,5,4
54,14,5,52
84,13,5,4
56,13,6,4
58,17,5,4
52,15,5,4
58,15,5,4
54,15,5,4
54,15,5,4
54,15,5,4
48,13,5,4
54,15,5,4
56,17,5,4
56,15,5,4
58,14,5,4
58,14,5,4
56,13,5,4
50,14,5,4
54,14,5,4
54,14,5,4
56,15,5,4
56,15,5,4
56,14,5,4
54,14,6,4
56,14,5,4
58,13,5,4
54,15,5,4
56,18,6,4
82,13,6,4
56,14,5,4
50,14,5,4
56,14,5,4
54,15,5,4
60,15,5,4
62,15,5,4
58,14,5,39
58,15,6,4
54,14,5,4
54,14,5,4
56,15,5,4
56,13,5,4
54,11,5,4
54,14,5,4
82,16,5,4
52,14,5,4
54,12,5,4
52,14,5,4
58,11,5,4
54,10,5,4
56,14,5,4
54,14,5,4
54,15,5,4
60,15,5,4
54,18,5,4
56,13,7,4
52,14,5,4
56,15,5,4
52,13,5,4
54,14,5,4
60,15,5,4
54,15,5,4
52,15,5,4
58,15,5,4
52,13,5,4
82,16,5,4
52,12,6,4
52,12,5,4
54,14,5,4
50,14,5,4
52,14,5,4
52,14,5,4
52,14,5,4
54,14,5,4
94,17,5,4
54,13,5,4
54,13,5,4
54,13,5,4
56,13,6,4
56,15,5,4
54,15,5,4
58,15,6,4
56,16,5,4
58,13,6,4
58,15,5,4
54,17,5,4
84,13,5,4
52,15,5,4
58,14,5,4
84,17,5,4
56,14,5,4
54,15,5,4
62,15,5,4
58,14,5,4
88,14,6,4
60,15,5,4
54,15,5,4
82,13,5,4
56,15,5,4
58,16,5,4
56,14,5,4
56,14,5,4
62,15,5,4
54,15,6,4
54,15,5,4
86,17,5,4
54,17,5,4
60,16,5,4
54,15,5,4
58,15,5,4
56,15,5,4
58,19,5,4
56,15,5,4
60,15,5,4
54,16,5,4
54,14,5,4
90,17,5,4
58,15,5,4
54,15,5,4
62,15,5,4
52,15,5,4
54,15,6,4
56,15,5,4
56,15,5,4
52,15,5,4
54,15,5,4
62,19,6,4
54,14,5,4
56,15,5,4
56,15,5,4
56,15,5,4
58,15,5,4
56,14,5,4
62,14,5,4
56,14,5,4
60,13,5,4
52,15,5,4
58,18,5,4
56,13,5,4
54,15,5,4
58,16,5,4
52,14,5,4
56,15,5,4
52,14,5,4
56,15,5,4
52,14,5,4
54,14,5,4
86,16,5,4
50,14,5,4
50,13,5,4
60,12,6,4
54,15,5,4
50,14,5,4
56,14,5,4
56,15,5,4
54,15,5,4
54,14,5,4
72,16,5,4
90,14,6,4
56,15,5,4
52,13,5,4
54,15,5,4
54,13,5,4
54,17,5,4
52,18,5,4
64,14,5,4
54,16,5,4
56,15,6,4
60,15,5,4
90,16,5,4
58,15,5,4
56,14,5,4
52,15,5,4
50,14,4,4
54,14,5,4
52,15,5,4
84,18,5,4
52,14,5,4
56,15,5,4
56,17,5,4
58,14,5,4
52,14,5,4
58,13,5,4
54,15,5,4
54,17,5,4
86,17,5,4
62,15,5,4
52,13,5,4
58,14,5,4
80,13,5,4
50,13,4,4
54,14,5,4
52,14,5,4
54,15,5,4
50,13,5,4
54,15,5,4
52,16,5,4
56,14,5,4
56,14,5,4
56,17,5,38
52,14,5,4
50,13,5,4
52,15,5,4
54,15,5,4
54,14,5,4
54,17,5,4
56,14,5,4
