60504,197346
51026,151564
52850,151660
55388,162942
52104,155904
52698,155290
47590,152106
50552,156268
49838,152262
55384,161648
55554,160268
51888,158726
54076,158124
51362,151510
54016,157518
50626,153918
49916,145688
49114,154356
64770,174318
51806,156166
53986,155268
55110,155920
49014,145890
49340,143406
47810,145786
50640,149080
54698,152024
48642,146406
51630,149494
52624,157474
62714,179244
56876,159812
52482,154472
54792,166214
54156,157948
50990,148544
52990,155120
53074,162258
55748,170980
49032,152436
60136,176064
51746,161952
56000,155278
55228,153338
49420,146974
53782,157030
52006,157304
54616,165638
54670,155052
50880,148924
61678,171876
51164,156078
50904,148400
51200,154626
51140,151124
50434,150722
53380,152906
58776,174960
51704,152618
58000,161484
56458,162182
48330,147268
52180,158116
47196,139546
47676,141336
49584,147562
56206,176128
54584,156688
95816,269644
55980,159792
50468,145850
50314,151480
50112,154194
49198,149012
50156,145000
51784,148416
68562,189652
52470,152168
61126,205864
51770,157436
49824,148230
48792,150316
49748,143622
50222,148318
111456,328640
55288,157234
52592,152368
54456,196834
48260,145784
46924,142462
50480,143582
47804,145518
48686,144626
59210,164802
55718,162526
52082,153142
65222,197756
51110,154606
52108,155462
51752,155928
50294,148782
49726,158500
89100,191148
58442,165388
52756,149692
59204,172564
69002,188140
54202,152576
51026,150790
57344,157924
54562,152306
51256,159648
52100,150200
61952,165428
53292,151022
56808,163400
55652,161312
51142,150314
51246,148180
53596,151390
50384,151528
51786,150348
59198,160132
62762,166558
49320,147214
57838,163708
55896,158838
51946,161562
54078,152982
50204,152908
49624,160928
48382,143520
50992,160950
52196,149226
136694,332620
55008,152746
48722,151776
49492,145384
52108,152008
52856,155736
51068,156884
68138,506116
54914,159100
51692,153566
57454,166670
53960,156924
52890,157082
50662,150402
49542,147012
52390,152088
51256,156050
68140,185382
50622,155182
57242,169536
70164,197648
52266,151818
47274,152026
52444,148246
52266,154950
61138,165818
52134,150826
54586,155166
55428,167732
51166,149540
59294,167116
60662,163406
50402,146934
52824,151246
51346,162296
52364,150718
56068,167228
49806,152750
48058,141248
55772,164110
52754,152170
48716,144278
57508,199336
51700,146508
47748,144876
50572,153758
51194,156708
59668,163364
52678,149806
57952,164338
48258,145410
47530,139774
47574,135426
45974,137294
44686,132938
50414,148006
51828,154126
51086,156064
70922,189766
56150,167178
49588,158392
51630,152960
49808,147606
49180,155816
53554,154482
52864,160894
80750,182970
60230,191346
51504,152174
49170,147278
48594,142336
49122,140456
48950,146566
52964,154334
50712,142616
52334,149522
54324,157290
47934,147158
48578,146122
46560,248504
50990,152288
48170,143452
53450,155022
51598,156154
52210,152232
60874,170380
47086,143580
47230,177472
45868,134900
50928,145798
50430,155914
52946,151432
55336,151160
50988,143828
53662,151862
49006,147070
47220,147762
47676,144270
50250,145354
69908,195032
49944,148892
49218,157826
56180,154410
48272,144224
49878,144678
49354,146522
49860,151126
51720,149692
50858,146438
57956,160762
56190,165512
51762,157024
49286,154382
50774,147328
52030,151234
51038,148334
52268,157236
50608,156074
71488,303966
51620,153966
49080,148272
55162,154708
52368,153396
51760,145748
51256,155226
52480,155400
53924,159192
50930,149436
51616,151836
58810,164400
48332,142878
65452,180834
48418,154650
52166,154352
51040,151626
53748,147636
51908,147332
59302,160550
51114,149368
51004,145218
57726,175650
50424,146406
49510,145010
51006,151612
52088,146148
50856,153830
70632,224530
51764,151402
54318,167382
